name,member,weld,plate,bolt_group,a
WSP1098,DWC 200UB22.3 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",70
WSP1099,DWC 200UB18.2 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",70
WSP1100,DWC 250PFC (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1101,DWC 230PFC (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",70
WSP1102,DWC 200PFC (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",70
WSP1103,DWC 250UC89.5 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1104,DWC 250UC72.9 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1105,DWC 200UC59.5 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",70
WSP1106,DWC 200UC52.2 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",70
WSP1107,DWC 200UC46.2 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",70
